text,annotations
awesome find,"[('null', 'restaurant general', 'positive', 'awesome')]"
you can order to go if you have to get back to the office too !,"[('null', 'service general', 'positive', 'null')]"
lebanese food ! yum !,"[('lebanese food', 'food quality', 'positive', 'yum')]"
"– i ' ve been to open sesame only once , but i ' m still reeling from the experience ! !","[('open sesame', 'restaurant general', 'positive', 'null')]"
"what a tastly , flaky treat !","[('null', 'food quality', 'positive', 'tastly')]"
there have been several occasions when we ' ve just not gotten some side dishes we ' ve ordered .,"[('null', 'service general', 'negative', 'null')]"
we waited over 30 minutes for our drinks and over 1 1 / 2 hours for our food .,"[('null', 'service general', 'negative', 'null')]"
"however , one sunday afternoon my husband and i did go ( although with my loud protests ) and were pleasantly surprised .","[('null', 'restaurant general', 'positive', 'pleasantly')]"
it was like dining at a completely different restaurant .,"[('null', 'restaurant general', 'positive', 'null')]"
"we have since returned and also had a great experience , sampling more small plates and a variety of the beer ( cold and good ) .","[('beer', 'drinks quality', 'positive', '(')]"
"we did have the same waiter the second time , so maybe the service is spotty and our luck is good .","[('waiter', 'service general', 'positive', 'good')]"
sunday afternoons there is a band playing and it is lots of fun .,"[('band', 'ambience general', 'negative', 'fun')]"
nice job !,"[('null', 'restaurant general', 'positive', 'nice')]"
this is sad for what once was one of the best places you could ever eat .,"[('null', 'restaurant general', 'negative', 'sad')]"
i hope one day scooner or later returns to what it once was .,"[('scooner or later', 'restaurant general', 'negative', 'null')]"
"untill this happens , my advice is to stay away .","[('null', 'restaurant general', 'negative', 'null')]"
old reliable,"[('null', 'restaurant general', 'positive', 'reliable')]"
– after 12 years in seattle ray ' s rates as the place we always go back to .,"[(""ray ' s"", 'restaurant general', 'positive', 'null')]"
i liked it .,"[('null', 'restaurant general', 'positive', 'liked')]"
"it was so much though that i could barely finish but i did , since it was delicious .","[('null', 'food style options', 'neutral', 'null')]"
wow ! ! ! ! ! ! ! !,"[('null', 'restaurant general', 'positive', 'null')]"
– it cant get any better ! ! ! ! !,"[('null', 'restaurant general', 'positive', 'better')]"
absolutely fabulous ! ! !,"[('null', 'restaurant general', 'positive', 'fabulous')]"
two thumbs up !,"[('null', 'food quality', 'positive', 'thumbs up')]"
this is right up there with places in tokyo as far as the freshness is concerned .,"[('null', 'food quality', 'positive', 'null')]"
splendid,"[('null', 'restaurant general', 'positive', 'splendid')]"
perfect on a cold day .,"[('null', 'food quality', 'positive', 'perfect')]"
$ 6 with tip .,"[('null', 'restaurant prices', 'positive', 'null')]"
perfection .,"[('null', 'restaurant general', 'positive', 'perfection')]"
"on weekends , you might have to wait for couple hours .","[('null', 'service general', 'neutral', 'null')]"
"however , they do take your cellphone numbers so that you can go hang out somewhere else till they call you up on your cellphone .","[('null', 'service general', 'positive', 'null')]"
"that ' s a huge compliment , especially in the fickled restaurant business , . . . enough already !","[('null', 'restaurant general', 'positive', 'compliment')]"
"i guarantee you wo n ' t be disappointed , there ' s also valet parking .","[('null', 'restaurant general', 'positive', ""n ' t be disappointed"")]"
a cozy spot for 2,"[('spot', 'ambience general', 'positive', 'cozy')]"
"– i ca n ' t believe murphy ' s has been around for over 25 years , amazing .","[(""murphy ' s"", 'restaurant miscellaneous', 'positive', 'amazing')]"
addicting !,"[('null', 'restaurant general', 'positive', 'addicting')]"
i went there with a friend from out of town . . . and we were both very impressed !,"[('null', 'restaurant general', 'positive', 'impressed')]"
the price was right too .,"[('null', 'restaurant prices', 'positive', 'right')]"
i ' d go back there in a heartbeat .,"[('null', 'restaurant general', 'positive', 'null')]"
well i guess it ' s hard to be seated when one is invisible to the staff .,"[('staff', 'service general', 'negative', 'null')]"
once seated it took about 30 minutes to finally get the meal .,"[('null', 'service general', 'negative', 'null')]"
the prior reviews said kid friendly . . . give me a break with two young children that is light years .,"[('null', 'restaurant miscellaneous', 'negative', 'null')]"
it was decent but nothing exceptional .,"[('null', 'food quality', 'positive', 'decent')]"
the place is the next best thing to my moms cooking .,"[('null', 'food quality', 'positive', 'best')]"
way over - rated ! ! ! !,"[('null', 'restaurant general', 'negative', 'over - rated')]"
10 !,"[('null', 'restaurant general', 'positive', '10')]"
cut to the chase - this is amazing !,"[('null', 'restaurant general', 'positive', 'amazing')]"
it ' s unpretentious and underground .,"[('null', 'ambience general', 'positive', 'unpretentious')]"
"it ' s fresh , welcoming , delicious , and relaxing .","[('null', 'food quality', 'positive', 'fresh')]"
i went here on a recommendation and will surely return time and time again .,"[('null', 'restaurant general', 'positive', 'null')]"
what a find !,"[('null', 'restaurant general', 'positive', 'null')]"
well worth it,"[('null', 'restaurant general', 'positive', 'worth')]"
good for late night dining ( last minute planning ) without reservations .,"[('null', 'restaurant miscellaneous', 'positive', 'null')]"
love it every time,"[('null', 'restaurant general', 'positive', 'love')]"
never had one single problem there .,"[('null', 'restaurant general', 'positive', 'null')]"
seafood plus,"[('seafood', 'food quality', 'positive', 'plus')]"
– this was great dining experience .,"[('null', 'restaurant general', 'positive', 'great')]"
"if you ' re going to see danny gans or just staying at the mirage , do n ' t miss this one .","[('null', 'restaurant general', 'positive', 'null')]"
completely over rated !,"[('null', 'restaurant general', 'negative', 'over rated')]"
"even then , the order was not correct and we were still waiting for a couple items .","[('null', 'service general', 'negative', 'null')]"
we had a very hard time getting the waitress ' attention and finally had to get up and go inside to speak to a manager .,"[('waitress', 'service general', 'negative', 'null')]"
as it turns out the owner was seated right next to us and when he came over to check on our problems was very dismissive and offered a token 20 % discount on our bill .,"[('owner', 'service general', 'negative', 'dismissive')]"
"when the bill came , he only took the discount off the food and not the drinks .","[('null', 'service general', 'negative', 'null')]"
it was clear he didn ’ t really care .,"[('null', 'service general', 'negative', 'null')]"
– save yourself the waste of time & do not visit .,"[('null', 'restaurant general', 'negative', 'null')]"
after sitting there with my empty glass for over 20 minutes i left .,"[('null', 'service general', 'negative', 'null')]"
i went home & looked them up online again where i discovered there is a link for a give away that does n ' t work so emailed the restaurant about the non existent service & deceptive link .,"[('restaurant', 'restaurant miscellaneous', 'negative', 'null')]"
i never heard back from anyone more than a month ago .,"[('null', 'restaurant miscellaneous', 'negative', 'null')]"
after sitting at the bar for over 20 minutes the bar keep had made only 2 drinks & kept telling us she ' d be right with us .,"[('bar keep', 'service general', 'negative', 'null')]"
as of writing this i just tried their give away a link again & it still does n ' t work .,"[('null', 'restaurant miscellaneous', 'negative', 'null')]"
always a winner .,"[('null', 'restaurant general', 'positive', 'null')]"
she does n ' t make you feel welcome and treats you like an annoyance .,"[('null', 'service general', 'negative', 'annoyance')]"
"but she is very friendly with certain people , making it even more annoying .","[('null', 'service general', 'negative', 'annoying')]"
management should really take notice and train their waitstaff and teach them some proper manners .,"[('management', 'service general', 'negative', 'null')]"
they have been featured on the food network and they deserve it .,"[('null', 'restaurant miscellaneous', 'positive', 'null')]"
does n ' t get any better than that .,"[('null', 'restaurant general', 'positive', 'better')]"
you can easily hear him though so it was a pleasant sound and not overbearing .,"[('null', 'ambience general', 'positive', 'pleasant')]"
not too fine thought that you feel uncomfortable and have to dress up .,"[('null', 'ambience general', 'positive', 'null')]"
