text,annotations
i have had it about 4 days and have been checking out how well it runs my favorite android apps .,"[('null', 'laptop operation performance', 'positive', 'well')]"
"unfortunately , this particular computer is 100 % unusable after only 2 years and 2 weeks .","[('computer', 'laptop usability', 'negative', 'unusable')]"
it is a timeless design and a very respectable screen .,"[('design', 'laptop design features', 'positive', 'timeless')]"
i ' m disappointed with macbook pro 15 ” because sometimes charger macbook pro 15 ” running overheating !,"[('null', 'laptop general', 'negative', 'disappointed')]"
"apple has always priced their hardware high , but you could always make an argument for the style , nice hardware and the unique osx experience .","[('hardware', 'company price', 'negative', 'high')]"
* extremely weak graphics card .,"[('graphics card', 'graphics operation performance', 'negative', 'weak')]"
the intel iris sucks .,"[('intel iris', 'hard disc operation performance', 'negative', 'sucks')]"
i can ' t use my printer because it ' s not supported .,"[('printer', 'ports usability', 'negative', 'null')]"
usb port go dead until i do a restart .,"[('usb port', 'ports operation performance', 'negative', 'null')]"
"now i ' m just down to some gripes that are probably here to stay : the bluetooth on this thing is really fussy , the non - functional video output ( using usb - c video out through an hdmi cable sends just a blank desktop background and no audio , even if i am playing a movie or youtube visibly on the c302 screen ) , and that it can ' t hold a vpn connection without dropping it every 20 - 30 minutes .","[('bluetooth', 'hardware operation performance', 'negative', 'fussy')]"
"sometimes they felt a bit half - baked , but i loved the idea , and the keyboard made a world of difference in what you could do with that tablet .","[('null', 'laptop general', 'positive', 'loved')]"
- good screen .,"[('screen', 'display general', 'positive', 'good')]"
"this seems to be a somewhat common issue with chromebooks but this asus model doesn ' t have a way to preform an external reset , which is a big problem if you ' ve setup any personal info on it and it has to be sent back .","[('asus model', 'laptop general', 'negative', 'null')]"
the funny part is that the customer service people have been great but they have no control to take care of problems .,"[('customer service', 'support general', 'positive', 'great')]"
"all metal body , very slim form factor , and has a pretty decent touchscreen .","[('factor', 'laptop design features', 'positive', 'slim')]"
"as others have already reported , the headphone jack produces extremely weak volume , even at max .","[('headphone jack', 'multimedia devices operation performance', 'negative', 'null')]"
"anyhow , within a week , the speakers started crackling annoyingly when watching videos , or playing games .","[('speakers', 'multimedia devices operation performance', 'negative', 'annoyingly')]"
"unlike other asus laptops i ' ve tried , this unit won the display roulette .","[('unit', 'laptop design features', 'positive', 'null')]"
"the native chrome os media player would play the files from the drive but had very limited playback capabilities , i could not get it to ` ` play all ` ` , only repeat one , suffice to say i was frustrated at that point and did not feel like googling how to make a media player do what others ` ` just do ` ` .","[('native chrome os media player', 'software operation performance', 'negative', 'frustrated')]"
i like the security built in .,"[('null', 'software general', 'positive', 'like')]"
"if i had it to do over , i would not purchase this computer .","[('computer', 'laptop general', 'negative', 'null')]"
"the first issue is that the speakers are on either side of the computer , and you can barely hear them on max volume .","[('speakers', 'multimedia devices design features', 'negative', 'null')]"
it also had charging problems and got terrible warranty support .,"[('null', 'power supply general', 'negative', 'null')]"
i got the same failure to charge issue that others have reported .,"[('charge', 'power supply general', 'negative', 'null')]"
"if bluetooth devices worked with this chromebook it would get 5 stars , but this is the least reliable device in regards to bluetooth i have ever owned .","[('chromebook', 'laptop general', 'positive', 'null')]"
i feel like i bought a decent machine but it ' s unable to handle the ram workload .,"[('machine', 'laptop general', 'positive', 'decent')]"
i don ' t think that i was adequately prepared for how dark the screen is at its highest brightness in comparison to other devices .,"[('screen', 'display design features', 'negative', 'null')]"
"don ' t get me wrong , the device flips back and forth very well .","[('device', 'laptop design features', 'positive', 'well')]"
"was initially impressed by design but after normal use without any rough handling or dropping of the chromebook , the metal corner tip covering the lcd peels off & warps / bends upwards !","[('metal corner tip', 'hardware quality', 'negative', 'null')]"
to say i ' m disappointed in this chromebook would be an understatement .,"[('chromebook', 'laptop general', 'negative', 'disappointed')]"
this computer is really hard to use .,"[('computer', 'laptop usability', 'negative', 'hard')]"
it ' s their policy to only repair not replace .,"[('policy', 'support quality', 'negative', 'null')]"
+ comfortable keyboard,"[('keyboard', 'keyboard design features', 'positive', 'comfortable')]"
"other than this , it ' s a decent product .","[('product', 'laptop general', 'positive', 'decent')]"
"decent enough build , but the mouse pad is terrible .","[('build', 'laptop design features', 'positive', 'decent')]"
games / video apps perform absolutely awfully .,"[('games / video apps', 'software operation performance', 'negative', 'awfully')]"
the machine ' s visible design itself was fine .,"[('machine', 'laptop design features', 'positive', 'fine')]"
"after one charge , the battery would not take charge .","[('battery', 'battery operation performance', 'negative', 'null')]"
it will not power on anymore after 2 mos of daily use - 4 hours per day .,"[('null', 'laptop operation performance', 'negative', 'null')]"
"i went through two of them , both came with sharp edges that made them dangerous and uncomfortable to use .","[('null', 'laptop design features', 'negative', 'dangerous')]"
"i really liked it when i first got it , it performs very well and the software is very easy to use .","[('null', 'laptop operation performance', 'positive', 'well')]"
"using wifi the signal seems to drop , not sure if the wifi adapter needs an update but there are issues .","[('wifi', 'out of scope operation performance', 'negative', 'null')]"
"first , the factory default driver configuration of this thing is unstable , which makes installing a correct configuration more difficult .","[('factory default driver', 'software operation performance', 'negative', 'unstable')]"
"the mouse pad is very touchy , but i use a separate bluetooth mouse anyways .","[('mouse pad', 'hardware operation performance', 'neutral', 'touchy')]"
i didn ' t even call for tech help because a brand new laptop should not be giving me such a headache .,"[('brand new laptop', 'laptop general', 'negative', 'headache')]"
the laptop its - self is great and is made of good build quality .,"[('laptop', 'laptop general', 'positive', 'great')]"
beautiful screen .,"[('screen', 'display general', 'positive', 'beautiful')]"
"monitor screen is ok , sometimes the contrast is poor but looks better in games .","[('monitor screen', 'display operation performance', 'neutral', 'ok')]"
the laptop now does n ' t even function without needing a full factory reset every 3 hours .,"[('null', 'laptop operation performance', 'negative', 'null')]"
"if i had it to do over again , i would not buy this pc .","[('pc', 'laptop general', 'negative', 'null')]"
i would * not * recommend this laptop .,"[('laptop', 'laptop general', 'negative', '* not * recommend')]"
this is the absolute worst laptop i have ever owned .,"[('laptop', 'laptop general', 'negative', 'worst')]"
